agency_id,agency_name,agency_name_sort_key,parent_organization,url,purpose,description,history,main_phone_number,street,zip,xPos,yPos,Location
222563.0,R.O.A.R. of Washington,ROAR OF WASHINGTON,,http://www.roarofwashington.org,"Our mission is to ease the burdens of the homeless and disadvantaged while they seek education and employment for themselves and their children so they may achieve economic independence and to ensure children are raised in a healthy, safe, secure, and nurturing environment.","Our Family/Adult Programs include HOMELESS PREVENTION AND INTERVENTION, we assist single individuals and families with rent, utilities, move-in deposits and emergency shelter vouchers. When additional funds are needed, we seek matching funds from other agencies through collaboration and partnerships.  Follow-up services are available as needed.  With our REFERRALS we connect those in need with agencies capable of providing assistance.  With ADVOCACY we mediate disputes between landlords and tenants.  For RESOURCES, we connect clients to resources for job,  housing searches and other information. Our Community Technology Center is available with internet access, computer supplies, paper, printer and client support.  Clients have use of our phone for local calls.  SPECIAL NEEDS include bus fare, work clothes, ID, licenses, emergency food or medicine etc. provided to those getting off welfare and joining or rejoining the workforce and to those on fixed low incomes. Our priority is keeping the family unit whole and in permanent housing.  PROJECT WORK NOW gives the unemployed and the underemployed basic computer and data entry skills along with resume writing and work ethics. Students learn how to access the internet for job searches etc.  Children's Programs include HAPPY HOLIDAYS - volunteers collect, wrap and deliver gifts to needy children during the holidays in December. Gifts are collected and donated by schools, churches, businesses and many individuals throughout the community.  BACK TO SCHOOL is throughout the year, we coordinate donations of coats and gym clothes from school lost and found departments, stuff backpacks full of school supplies, socks, and underwear which are provided at the beginning and throughout the school year.  CAMPING FOR KIDS is for all children who look forward to camp every summer. Many have unforgettable memories. We provide scholarships for low-income children for summer camp.  BEYOND THE BELL is our after school program. In the summer we see a great need for children living in motels to have the opportunity to learn a musical instrument, take voice lessons, crafts and art (drawing with pencil, water, or charcoal), field trips and other venues. During the school year we concentrate on tutoring math, reading and writing skills.","We were incorporated in February of 1992 and received our 501(C)(3) in November of 1992. Founder Janet Newell, was director of the Neighborhood Center and Food Bank at Seattle First Baptist Church for nine years.  Janet retired in September of 2006 to be President of the Board and passed the mantle on to Victoria (Vickie) Leighton as Executive Director.  We serve all of King County. ROAR is a member of The Homeless Coalition and Janet and Vickie are members of the Puget Sound Grantwriters Association and Northwest Development Officers Association.",,4021 Aurora Ave N,98103.0,-122.34767,47.65607,"(47.65607, -122.34767)"
1.0327556487E10,Homestead Community Land Trust,HOMESTEAD COMMUNITY LAND TRUST,,http://www.homesteadclt.org,Homestead Community Land Trust (HCLT) is dedicated to drawing together our diverse communities to build and permanently preserve decent affordable housing in the places where we live and work.,"HCLT partners with qualified low and moderate homebuyers, at or below 80 of area median income (AMI). HCLT brings public subsidy dollars to the table towards the purchase of a home in partnership with area government departments. HCLT holds title to the land beneath the home; the homebuyer holds title to and mortgage for the dwelling.  This way, HCLT appropriately manages the resale of the home to another qualified home buyer in the same AMI bracket. The buyer, in exchange for this subsidy assistance agrees to sell their home for a limited equity to a pre-qualified buyer. The seller realizes a small equity gain depending upon market conditions, and is able to purchase a home at a reduced price, thus being more affordable to working families. HCLT stewards the use of these public dollars over the lifetime of the dwelling, so that this one-time subsidy is leveraged many times over, benefiting many families.","Homestead Community Land Trust (?HCLT?) is a membership-based 501(c)(3) nonprofit that creates and preserves lasting and sustainable affordable housing in Seattle and King County.   HCLT was Incorporated in 1992, as a Washington State non-profit; a 501 (c) 3. The EIN number is 91-1565651.   HCLT is also a Seattle designated Community Housing Development Organization.   HCLT has a governing Board of Directors of 12, and a current membership of 350.",(206) 323-1227,2524 16th Ave S,98144.0,-122.31132,47.58034,"(47.58034, -122.31132)"
1881086.0,Low Income Housing Institute - WA - Seattle,LOW INCOME HOUSING INSTITUTE  WA  SEATTLE,,http://www.lihi.org,"The Low Income Housing Institute develops housing opportunities for people who are low-income and/or homeless, provides technical assistance to communities and other non-profits, and advocates for housing justice.","LIHI develops affordable housing that is attractive and well-designed, provides much needed support services such as counseling and case management and advocates for the needs of homeless and low income individuals and families.  Over the past 15 years, LIHI has become one of the largest nonprofit housing organizations in Seattle.  Over 3,000 units of housing for low-income families and individuals  have been developed and LIHI currently owns 48 properties containing more than 1,600 housing units, over 500 of which are dedicated to transitional or permanent housing for homeless individuals and families.  These housing developments have not only helped thousands of low-income families and individuals but have had an economic impact on the region in construction activity and revenue.","LIHI is rooted in a commitment to advocacy for low-income and homeless people.  LIHI's early emphases were providing advocacy and technical assistance to promote the interests of low-income and homeless people.  LIHI worked to support the efforts of homeless individuals who established an emergency shelter in a 'bus barn' at the Seattle Center in 1990.  The result of this effort was the development of the 57-unit Aloha Inn, the first self-managed transitional housing program in the country for homeless people. This was followed shortly after by the Arion Court, which provides 37 units of permanent self-managed housing for homeless people.  The Aloha Inn and Arion Court were, at their inception, innovative concepts for implementing democratic decision-making and self-governance among traditionally disenfranchised populations.  Principles of mutual housing, or self-management, now guide 20 of LIHI's 48 properties--equipping residents with opportunities for meaningful decision-making and shared responsibility for the management of their housing.    The incorporation of LIHI as an organization resulted from the leadership of three founding board members: Frank Chopp of the Fremont Public Association, Michael Reichert of Catholic Community Services, and Scott Morrow of SHARE.  LIHI filled a void in the community for creating self-managed communities and developing innovative housing solutions.    The Fremont Public Association merged its Housing Development Department with LIHI in 1994 to create a dedicated housing development and management organization.  LIHI is an affiliated program of the Fremont Public Association.",,2407 1st Avenue,98121.0,-122.34854,47.61422,"(47.61422, -122.34854)"
1.0325476135E10,The RE Store,RE STORE,RE Sources For Sustainable Communities,http://www.re-store.org,"The RE Store is a project of RE Sources for Sustainable Communities, a nonprofit that promotes sustainable communities through recycling, education, advocacy, and conservation of natural resources.  The RE Store focuses on reducing building material waste, supporting the green building industry of Western Washington, and keeping precious materials in the cycle of reuse.","The RE Store saves disposal costs for homeowners, builders, and business owners, while providing high quality building materials at discounted prices. This creates jobs and opportunities for reuse, education and innovation at every step of the process.  The services provided by The RE Store are geared towards these primary goals:      * Diverting usable materials from land fills     * Offering affordable used building materials to everyone     * Saving money for homeowners and contractors on their disposal and labor costs     * Empowering and inspiring community members to build skills in home remodeling and business improvements     * Giving our customers the good feeling that comes with wise stewardship of building resources",,(206) 423-0675,1440 NW 52nd St,98107.0,-122.37543,47.66672,"(47.66672, -122.37543)"
219211.0,Washington Toxics Coalition,WASHINGTON TOXICS COALITION,,http://www.watoxics.org,"Washington Toxics Coalition protects public health and the environment by eliminating toxic pollution. WTC promotes alternatives, advocates policies, empowers communities, and educates people to create a healthy environment.","Our staff of scientists, organizers, policy advocates, and volunteers work closely in coalition with other organizations and communities.  We advocate for government chemical policy reform and provide the public with information about alternatives to toxic pollution. Our science staff also produces reports on the extent of the toxic contamination and ways to reduce and prevent exposure","WTC has a 28-year resume of victories for health and the environment. In the 1980s WTC made important progress to reducing the use of pesticides and incineration of garbage and medical waste.  This work continued into the 1990s, but WTC expanded focus to target toxics in consumer products.  Since 2000, WTC has scored several major chemical policy victories, including landmark rulings to protect salmon from pesticides, a ban on the widely used and dangerous PBDEs, and the passage of the Children's Safe Products Act, limiting children's exposure lead, cadmium and phthalates",(206) 632-1545,4649 Sunnyside Ave N  #540,98103.0,-122.33118,47.6641,"(47.6641, -122.33118)"
220608.0,Washington Park Arboretum/Arboretum Foundation,WASHINGTON PARK ARBORETUMARBORETUM FOUNDATION,,http://www.arboretumfoundation.org,"The mission of the Arboretum Foundation is to ensure stewardship for the Washington Park Arboretum, a Pacific Northwest treasure, and to provide horticultural leadership for the region.  This stewardship requires effective leadership, stable funding, and broad public support.","The Arboretum Foundation provides membership, fund-raising, public relations and volunteer services for Washington Park Arboretum. We recruit volunteers to help with Arboretum maintenance/gardening, greet guests at the visitors center, help with plants sales, special events and office projects.","The Arboretum Foundation was founded in 1935, just one year after the Arboretum's development began at Washington Park. Volunteers have been a crucial part of the Arboretum's maintenance and growth since its founding. Washington Park Arboretum contains one of the world's leading collections of woody plants and welcomes approximately 250,000 visitors yearly. Trails, wooded areas, wetlands and gardens cover 230 acres.",(206) 325-4510,2300 Arboretum Drive E,98112.0,-122.29432,47.63918,"(47.63918, -122.29432)"
1.5895782E7,Skills Inc.,SKILLS INC,,http://www.skillsinc.com,"Through responsible management and solid corporate partnerships, Skills Inc. creates and maintains a stable, rewarding place of work, where persons with disabilities contribute their skills.""","Skills Inc. is a leading Aerospace Manufacturing & Metal Finishing Company and Social Enterprise with locations is Seattle, Auburn, and Arlington. We have been serving the Puget Sound community for nearly 44 years and have been a part of the Boeing Community Manufacturing Partnership since 1966.   We recruit, train, employ and serve persons with disabilities in an integrated, dynamic workplace. In addition to direct hire we have three employment programs.  Our Aerospace Internship Program (AIP) is a located in our Auburn facility and is for special education high school students at risk of graduation. They earn high school credits while participating in this enriching vocational program that helps to prepare students transition to the next stage of their lives whether it be employment or continuing their education. Our Outreach Program Outreach provides non-aerospace work in assembly, fulfillment and packaging work. The Outreach program employs individuals that may have more significant barriers to employment. Our Vocational Services Program includes assessment, internships, community job placement and job retention services and is in partnership with the Washington State Division of Vocational Rehabilitation.","For the past 43 years Skills Inc. has been committed to building strong business partnerships and community relations while empowering and providing employment for persons with disabilities.  Skills Inc. has expanded its capacity and reach and currently has approximately 300 employees with manufacturing facilities in Seattle, Auburn and Arlington.",(206) 782-6000,800 NW 46th St,98107.0,-122.36663,47.66241,"(47.66241, -122.36663)"
219449.0,Pike Place Market PDA,PIKE PLACE MARKET PDA,,http://www.pikeplacemarket.org,"A public trustee, the PDA serves as the caretaker and steward of the historic Pike Place Public Market. The PDA's mission is to ensure the traditional character of the Public Market is preserved for future generations.","The Pike Place Market Preservation and Development Authority (PDA), a public not-for-profit corporation, manages about 85 percent of the nine-acre historic district.  The agency has about 95 employees, most of whom work in the facilities, maintenance or security departments.  Volunteers work in the school program and special events areas of the marketing department.","The PDA was chartered by the City of Seattle in 1973 to act as steward and caretaker for the historic market district.  A public trustee, the PDA uses the charter to guide policy.  The charter mandates the PDA to engage in these priorities: Ensure the traditional character of the Public Market is preserved. Renew, rehabilitate, preserve, restore and develop structures and open spaces in and around the Market. Continue the opportunity for Public Market farmers, merchants, residents, shoppers and visitors to carry on traditional activities. Initiate programs to expand food retailing in the District, especially the sale of local farm produce. Promote the survival and predominance of small shops, marginal businesses, thrift shops, arts and crafts, and other enterprises, activities and services which are essential to the functioning of the Market.  The PDA provides a structure within which all public agencies, private groups, organizations, and individuals whose concerns relate to the preservation of Seattle's beloved Market area may work together to accomplish the above purposes.",(206) 682-7453,"85 Pike ST, Room 500",98101.0,,,
459421.0,Brighton Elementary School,BRIGHTON ELEMENTARY SCHOOL,Seattle Public Schools,http://www.seattleschools.org/BrightonElementarySchool,"Brighton:  The Bridge to Excellence.  Brighton Elementary is a school where all children have the opportunity to receive a sound academic, social and cultural education.  The multicultural composition of Brighton's students is nurtured to help raise students' self-esteem, and have them become productive citizens.","Brighton is a K/5 elementary school serving children of Seattle's Rainier Valley.  There is a Head Start preschool program at the school, and an ARC before- and after-school program.  The school has an active volunteer program, and some volunteers have been there over 10 years.  Volunteers at Brighton can spend as little as one hour a week at the school, working with individual students or small groups of students. There is also a need for teacher clerical help, making copies, grading papers, etc. Twenty cultures are represented in the student body, which are celebrated in the school through the year.",Brighton Elementary has served students at its site in southeast Seattle since 1904.  Brighton students attend classes in a state-of-the-art building.  This building is the third structure used by the school in its 104 years. This school is a part of Seattle Public Schools.,(206)252-6770,6725 45th Ave. S.,98118.0,-122.27691,47.54174,"(47.54174, -122.27691)"
2.0820222E7,University District Service Providers Alliance,UNIVERSITY DISTRICT SERVICE PROVIDERS ALLIANCE,,http://www.udsp.org,The University District Service Providers Alliance is a unique group of nonprofit agencies working together to create a comprehensive continuum of care for homeless and street-involved youth and young adults.,"Early intervention is the most effective way to prevent both personal tragedies and a much higher cost to society down the line. The UDSPA creates a network of support for these young people, helping them survive and thrive. UDSPA Member Agencies provide basic needs services, as well as transitional services. The UDSPA helps these agencies use resources efficiently and avoid service duplication while pursuing our shared mission of providing quality, compassionate services to homeless and street-involved youth.   The UDSPA is unique model for integrated human services collaboration and is the only organization in this area primarily focused on interagency collaboration with the goal of fostering a continuum of care for homeless and street-involved youth and young adults.",,,4740-B University Way NE,98105.0,,,
1.028768624E10,The Friends Of The Conservatory,FRIENDS OF THE CONSERVATORY,,http://www.volunteerparkconservatory.org,"The Friends of the Conservatory is a community non-profit organization that supports the City's Volunteer Park Conservatory in cooperation with the City. The mission of FOC is to advocate and encourage preservation, public participation, and education with respect to the Volunteer Park Conservatory and its plant collection.","The FOC is a small organization with a budget of approximately $100,000. A staff of three, part-time, manages the affairs of the organization, which includes operating a giftshop and Information Center within the Conservatory. FOC organizes educational events around the Conservatory and its collections, is a partner with the Conservatory staff in managing its volunteer docents, and provides financial support for the Conservatory.","The Friends of the Conservatory, formed as a non-profit organization in 1980, grew out of a 1978 citizens? campaign to restore the physical structure of the Conservatory. The Victorian glass building had stood for 65 years at the north end of Volunteer Park, the site approved by the renowned Olmsted brothers? landscape architecture firm in the early 1900?s. By 1978 the Conservatory?s glass panes and wood/iron framework had deteriorated so badly the building had to be closed during high winds.   The FOC, cooperating with the Seattle Department of Parks and Recreation, sponsored the 1980 ? 1985 architectural restoration of the Conservatory building. In 1983 the FOC and the City developed a Conservatory expansion plan. The Gift Shop/Resource Center opened in February, 2003. Most recently, in 2004, the FOC successfully led a community drive to defeat a proposed mandatory $5 Conservatory admissions fee.   From its beginning as an emergency restorer, the FOC has continued to evolve, helping the Conservatory fulfill many facets of its mission, including financial, educational, and events support. The FOC helps fund the Conservatory?s orchid collection, pays for descriptive tour materials and environmental education, and contributes to the Plant Acquisition Fund. Together with Conservatory staff, the FOC also organizes educational activities and hosts events, such as the popular annual holiday open house and plant sales.",,1402 E. Galer St.,98112.0,-122.31574,47.63228,"(47.63228, -122.31574)"
2.0706535E7,Austin Foundation Youth And Fitness Program,AUSTIN FOUNDATION YOUTH AND FITNESS PROGRAM,,http://www.youthandfitness.org,"To provide accessible, interactive opportunities for young people to experience the benefits of a healthy and fit lifestyle.  We envision a world in which all young people experience the physical, social, and emotional health necessary to reach their highest potential and where all youth become productive citizens, build healthy relationships, and experience environments where diversity, camaraderie and respect thrive.","The Austin Foundation provides free fitness programs to young people who most need them.  Programs address cardiovascular health, flexibility, strength training, and nutrition.  Some programs meet during the school day, giving youth in alternative schools or detention centers a chance to participate in physical education.  Other programs meet after school, enhancing the out-of-school time offerings of community centers and public schools.    The Austin Foundation also fosters community education by encouraging family participation in all of its fitness programs, by participating in community health events, and by actively advocating for community policies and practices that promote healthy lifestyles.","In 1994, Willie Austin started the Youth and Fitness training program with the goal of exposing young people to fitness activities and caring adult trainers.  In 1997, the Austin Foundation, a 501(c)(3), charitable organization, was formed to meet the growing demand for youth fitness programming in Seattle.  The organization now serves over 2,000 youth annually at 15 different programs sites.",,1918 Terry Ave.,98101.0,-122.3341,47.61689,"(47.61689, -122.3341)"
1.0254564677E10,Hilltop Children's Center,HILLTOP CHILDRENS CENTER,,http://www.hilltopcc.org,"For more than 35 years Hilltop has provided high quality, child-centered, early childhood education for 2-10 year olds in our pre-school and after school programs. Hilltop is a magical place for learning and a vital component of our community?s early learning network.","Our work is based on the schools of Reggio Emilia, Italy. In these schools for young children, each child?s intellectual, emotional, social, and moral potential is carefully cultivated and guided. The principal educational vehicle involves children in long-term engrossing projects, which are carried out in a beautiful, healthy, love-filled setting. We believe that all children have remarkable capabilities and have a right to a childhood filled with play, exploration, and excitement about learning. We implement anti-bias practices and an inclusion of diversity which does not stereotype, trivialize, or objectify. We seek a team approach in our caregiving and teaching, and strive for collaboration with families and the wider community. We see children as enormously creative, and capable of complex learning through self-directed play. We strive to foster an emergent curriculum, one that arises out of the children?s interests and responses to the prepared classroom environment and experiences.","In late fall 2006, Hilltop received notice it is losing its lifelong home atop Queen Anne and must relocate. We are in the final stages of a remodel of our new home, at 4 Nickerson along the ship canal. In order to be able to open our doors on January 2, 2008, we will need hundreds of hours of volunteer labor in December 2007 to finish the project.",,2400 8th Ave. W,98119.0,-122.36712,47.63985,"(47.63985, -122.36712)"
1.5134738E7,Chaya,CHAYA,,http://www.chayaseattle.org,"Chaya supports South Asian survivors and families impacted by domestic violence and abuse, and engages communities to change societal conditions that enable oppression, especially violence against women.   Chaya works within broader movement to realize a just and equitable world free of violence.","Chaya has two primary program area:   1) Providing direct services to women who have experienced domestic violence.  These services include emotional support, information and referrals regarding domestic violence and available resources, advocacy within systems and more.    2) Mobilizing South Asian communities to work towards ending domestic violence through education and collaboration.    Chaya works on ending domestic violence within a larger movement for social justice that holds as its goal: a world in which people of all races/ethnicities, sexualities, religions, nationalities, ages, genders, class backgrounds, or abilities are respected, valued and included in all aspects of community and have equitable access to resources needed.  **South Asian refers to persons who trace their roots to Afghanistan, Bangladesh, Bhutan, India, Myanmar, Nepal, Pakistan, Sri Lanka and Tibet.","Chaya (translated from the Sanskrit word for ""shelter"" or ""shade"") was established in 1996 by a group of South Asian women who were individually receiving calls to help other South Asian women experiencing domestic violence.  Since Chaya established its organizational presence in 1999, we have seen a tremendous growth in the demand for our services.",,P O Box 22291,98122.0,,,
1.0245058446E10,Science Materials Center,SCIENCE MATERIALS CENTER,Seattle Public Schools,http://www.seattleschools.org/area/smc/index.dxml,The Science Materials Center provides material support for elementary and middle school teachers throughout the city of Seattle.,"Together with the K-12 inquiry-based science program, we provide self-contained science kits which include all the materials necessary for students to learn a particular lesson or set of lessons.  We purchase the kits, refurbish them each year, distribute them to teachers three times a year, and host professional development classes where we train teachers how to teach the lessons.",,,1109 N. 35th Street,98103.0,-122.34356,47.64935,"(47.64935, -122.34356)"
219626.0,Seattle Young People's Project,SEATTLE YOUNG PEOPLES PROJECT,,,"The Seattle Young People's Project is a youth-led, youth-driven organization that empowers youth to express themselves and to take action on the issues that affect their lives.","SYPP encourages and supports youth-led projects for social change. Any youth under age 19 can start their own project or get involved with one of our current projects including:       -EDUCATION JUSTICE CAMPAIGN. Join our efforts to decouple the WASL from the graduation requirement in Seattle schools. We believe the WASL graduation requirement adversely affects students of color and low-income students. The EJC meets Tuesdays at 4pm.   -PROJECT LIBERATION. PL is a political education project. Youth and adult mentors give workshops and trainings on issues like racism, homophobia, and youth organizing for SYPP and other community groups. PL members are trained in the popular education model, workshop facilitation, and and anti-oppression analysis.   -YOUTH ORGANIZING(YO!) Institute. The YO! Institute is  a month-long series of leadership and skill building trainings for new members. Youth also learn about SYPPS's anti-oppression analysis and how they can be involved with our organization.    -LAS RAICES (THE ROOTS). New project that begins in January 2007. This project will analyze global justice issues through film and discussion. It aims to increase  understanding of complicated issues like genocide and immigration, and increase awareness of the struggles of various groups in outside the U.S.","Since 1992, SYPP has encouraged youth leadership through community organizing. We have taken on the issues of racism in schools, sexism and homophobia, queer youth rights and others. Youth members have: arranged speaking engagements; met with teachers, administrators and politicians; coordinated student and youth conferences; led rallies; organized press conferences and; published newspapers, ""zines"", and articles. Youth regularly lead workshops on our anti-oppression analysis and organization model. Our current campaign is the Education Justice Campaign.",,2820 E Cherry,98122.0,-122.29527,47.60823,"(47.60823, -122.29527)"
1.0343105454E10,Disaster Demo,DISASTER DEMO,,,This is a test agency so people can see how the disaster pages work.,Agencies will post an opportunity on disaster pages when a disaster occurs.,Long history of serving the community.,(206) 555-1111,720 Second Ave,98104.0,-122.33328,47.60366,"(47.60366, -122.33328)"
1.0279963084E10,West Seattle Helpline,WEST SEATTLE HELPLINE,,http://www.WestSeattleHelpline.org,"The West Seattle Helpline is a non-profit, social service agency offering temporary emergency assistance to West Seattle neighbors.  We provide financial aid and referral advice to the members of our community who find themselves in need.  By providing access to a wide range of information and community services, we also help people find their way toward self-sufficiency.","Since 1989 the Helpline has been offering financial aid and referral advice that can save West Seattle neighbors from homelessness, hopelessness, and hunger.   The West Seattle Helpline is funded by many individuals, businesses, and churches within the West Seattle Community. The agency has only one paid employee and is staffed primarily by a corps of volunteers who care about the needs of their neighbors.  The West Seattle Helpline operates a variety of programs including a: - Referral Services Program for neighbors seeking private and public support - Financial Grant Program used to to assist neighbors, not already on public assistance, with temporary support in unfortunate event that puts them or their family's home, livelihood, or health at risk. - Clothesline,  a non-fee provider of clothing for families in need - Back to School Program: focused on providing school supplies and backpacks to West Seattle students.","The West Seattle Helpline was formed in 1989 by a group of concerned West Seattle residents. Former Senator Phil Talmadge and Dick Rhodes, co-owner of the Queen Anne Thriftway, were instrumental in replicating the Queen Anne Helpline in West Seattle. Many local churches were involved from the onset. The Helpline was staffed entirely by volunteers and offered financial support for temporary emergency situations. The recipients of the services had to be residents of West Seattle. Support was offered to help with rent payments, utility bills, transportation, food, clothing and gasoline vouchers.",(206) 932-4357,6516 35th Avenue SW # 204,98126.0,-122.37611,47.54413,"(47.54413, -122.37611)"
899874.0,Rebuilding Together Seattle,REBUILDING TOGETHER SEATTLE,,http://www.rtseattle.org,Rebuilding Together Seattle provides donated repair services for homeowners in need so they can continue to live independently in warmth and safety.,"Rebuilding Together Seattle is part of a national nonprofit organization which helps less-advantaged homeowners who are not able to cover the cost of home repairs because of age, physical or financial limitations.  Typically, these individuals are elderly and/or disabled, but RTS also serves families and nonprofit facilities such as schools, shelters, and daycare centers serving large populations of low-income people.","Rebuilding Together Seattle was formed in 1990 and since that time has involved over 15,000 volunteers putting in 117,806 hours of volunteer time in order to rehabilitate 422 homes and 27 community centers.",(206) 682-1231,811 Harrison St.,98109.0,-122.34071,47.62181,"(47.62181, -122.34071)"
224127.0,Real Change,REAL CHANGE,,http://www.realchangenews.org,"Real Change is a multi-faceted 501(c)3 non-profit that publishes a newspaper and mobilizes the public around poverty issues. We work to organize, educate, and build alliances to create solutions to homelessness and poverty, as well as provide a voice to poor people in our community.","Our programs help create the conditions necessary for homeless and very low-income people to have a real voice of their own. These conditions include a forum for the expression of their views and opportunities for self-help and self-advocacy (by publishing a newspaper that focuses on issues of poverty and is sold on the street by the homeless), and access to influential allies.","Real Change is thirteen years old this year. Real Change newspaper has had several format changes in the years since it was started, and now, being the product of only a small number of staff and many volunteers, we have seen our newspaper circulation rise to 20,000 per issue. It has also borne a larger entity called the Real Change Homeless Empowerment Project, which organizes for change and provides a voice for hundreds of people in the poor and homeless community every year. Right now we have several RCHEP programs in addition to the newspaper, including a Homeless Speaker's Bureau, which arranges for homeless and formerly homeless people to speak to churches, schools, businesses and civic organizations about their person experiences with homelessness and poverty, and First Things First organizing project, which works to build a broad range of allies that can be mobilized in support of poverty issues in Seattle.",,2129 Second Avenue,98121.0,-122.3441,47.61294,"(47.61294, -122.3441)"
222599.0,Rose of Lima House,ROSE OF LIMA HOUSE,Catholic Community Services Of King County,http://www.rosehouse.org,"Our mission is to assist our community's most vulnerable homeless women in transforming their lives through self-sufficiency and healthy change, with tailored supportive services and community-based transitional housing.  By providing a safe and nurturing place for women to heal, Rose House affords women the opportunity to regain dignity, restore relationships, and transition form homelessness to safe, stable and permanent housing.","We provide individualized case management services, Life Skills classes, activities and outings, as well as community meals, advocacy regarding 1) income benefits, 2) access to medical, mental health and other essential services, and 3) permanent housing placement.  We serve 13 women at a time, who may stay at Rose House for up to 2 years.  While in residence women address issues leading up to homelessness, establish a rental history, and learn self-sufficiency skills to help them stabilize and remain permanently housed.","Our program was established in 1993, when service providers realized that too many women moving directly from shelter to housing were not succeeding there. Rose House is the second stage of our agency's Continuum of Care which, with our sister programs (Noel House Shelters and Dorothy Day permanent housing) provides services ranging from basic survival to long-term housing, with a commitment to the dignity and empowerment of each woman we meet.",(206) 799-4979,1902 2nd Ave,98101.0,-122.34044,47.61117,"(47.61117, -122.34044)"
219579.0,American Red Cross Serving King & Kitsap Counties,AMERICAN RED CROSS SERVING KING  KITSAP COUNTIES,,http://www.seattleredcross.org,"The American Red Cross is a humanitarian organization led by volunteers that provides relief to victims of disaster and helps people prevent, prepare for, and respond to emergencies.","Our local chapter has over 1800 volunteers who committed more than 110,000 hours of their time last year.  Volunteers respond to disasters, speak to community groups and schools, teach health and safety classes, develop youth leadership skills, provide interpretation and translation services, and much more. The training and support volunteers receive on a regular basis allows them to be successful in every Red Cross program.  Volunteers are providing front line services to your community 365 days a year.  It all starts with you!","The International Red Cross movement began in Switzerland in 1862 with the International Committee of the Red Cross.  Ms. Clara Barton introduced the Movement to America in 1881 and in 1898 the Seattle-King County Chapter was established.  We serve the entire King and Kitsap County population of over 1,969,000 people, responding to an emergency on an average of every 27 hours.",,"P.O. Box 3097, 1900 25th Ave S",98114-3097,,,
1.0294593886E10,Washington Reading Corps At Emerson Elementary,WASHINGTON READING CORPS AT EMERSON ELEMENTARY,Solid Ground,http://www.emerson.seattleschools.org,"Our goal is to build a sustainable, volunteer-driven tutoring program at Emerson Elementary, a K-5 school in the Rainier Beach neighborhood of Seattle. We work with students to develop literacy skills including phonics, fluency, and comprehension. Our goal is to move lower readers up to or beyond grade level in 8 to 10 weeks.","The Washington Reading Corps (WRC) is a statewide service program. Through the Washington Reading Corps, AmeriCorps members provide direct daily tutoring and full-time VISTA members help school communities to harness the talent and energies of parents and community members as volunteer tutors.  Last school year, WRC schools statewide recruited more than 11,000 volunteers who tutored over 25,000 students, contributing to impressive gains in statewide reading tests.  The mission of the Washington Reading Corps is to improve reading abilities of K-6 students across Washington State. This is achieved through research-based tutoring of struggling readers and effective collaborations among schools, families, community members, National Service, businesses and state partners.",,(206) 252-7101,9709 60th Ave S,98118.0,-122.25864,47.51482,"(47.51482, -122.25864)"
8284928.0,Broadview Emergency Shelter and Transitional Housing Program,BROADVIEW EMERGENCY SHELTER AND TRANSITIONAL HOUSING PROGRAM,Fremont Public Association,http://www.solid-ground.org,"Broadview provides safe shelter, housing, and 24-hour advocacy based counseling and support services to homeless women and children.  Support services that are integral include information and referral, domestic violence support groups, children's services, parenting support, health care access, drug and alcohol counseling, mental health, food, clothing and transportation.   Broadview upholds non-discrimination policies in the treatment of residents, staff and volunteers, and works to build a safe environment where individual's rights and beliefs are respected.  Residents are encouraged to stabilize their lives through utilization of community resources and through the development of self-esteem and empowerment.","Broadview provides 24-hour services for homeless women and children to meet their immediate basic needs for shelter and safety and help them respond to the issues that led to their displacement.  The team of housing counselors, child advocates, specialized service providers and volunteers assist residents in enhancing their self-sufficiency, increasing family stability and securing permanent housing.  The children's program helps mothers, children and youth address family and parenting issues.  The program goal is to provide a safe, empowering, healthful and informative environment for children and their parents; assist in screening for child abuse and neglect; and provide developmentally appropriate programs which include physical, social, emotional and educational components specific to the needs of homeless women and children.  The services provided include counseling, age specific support groups and recreational activities, tutoring, homework groups, parenting workshops, and information and referral.","Broadview Shelter is a program of the Fremont Public Association.  In 1991, the FPA purchased the building at it's current address, as it recognized the critical and ongoing need for emergency housing specifically for women and children.  The location remains semi-confidential in order to protect survivors of domestic violence.",,PO Box 31209,98103.0,,,
